49,15,34,32,43,
37,44,53,18,12,
22,32,63,21,52,
75,48,44,33,46,
74,9,77,7,14,
81,15,26,22,32,
59,82,74,52,9,
14,38,87,66,43,
27,12,25,59,26,
38,69,58,56,39,
24,68,47,27,12,
52,82,47,27,23,
18,34,14,87,71,
60,49,46,24,34,
83,58,52,67,32,
68,16,85,66,36,
69,65,44,28,53,
15,39,52,18,74,
43,88,15,14,24,
17,55,88,58,51,
8,71,17,66,72,
27,45,19,79,87,
22,37,86,81,24,
64,86,72,17,42,
55,15,78,33,81,
15,75,48,42,34,
2,36,83,81,26,
34,15,35,55,14,
15,79,16,14,52,
36,12,49,59,47,
86,49,59,23,88,
66,18,82,26,59,
15,16,69,8,14,
84,14,13,26,28,
23,58,43,14,15,
49,72,24,28,14,
22,34,24,66,73,
23,64,88,82,52,
64,38,25,84,29,
77,72,14,75,66,
64,42,59,75,26,
9,77,22,19,16,
72,69,12,55,29,
28,12,13,27,86,
52,75,2,47,3,
44,15,8,62,28,
48,53,12,85,18,
3,15,2,34,83,
15,14,58,34,7,
47,20,9,53,16,
65,15,67,22,44,
34,28,54,45,13,
2,82,85,44,56,
16,47,77,35,34,
62,35,33,25,58,
47,84,38,69,24,
14,25,18,17,23,
61,15,45,29,13,
22,65,31,12,61,
16,62,83,64,24,
38,24,62,85,26,
39,36,49,27,34,
82,65,9,32,33,
12,54,15,59,85,
75,72,86,76,78,
15,13,65,73,84,
58,78,47,46,81,
74,14,53,34,24,
78,8,86,57,79,
63,61,24,68,84,
26,42,87,12,33,
54,88,64,49,43,
84,16,55,66,15,
24,43,16,44,79,
34,53,36,9,79,
18,16,26,27,24,
28,61,84,35,82,
85,69,61,32,74,
12,63,52,81,58,
54,39,79,72,57,
62,28,78,35,33,
15,58,88,55,74,
81,68,77,14,73,
16,18,57,68,24,
26,54,83,18,42,
14,23,83,17,88,
49,24,16,87,79,
13,54,14,49,43,
62,85,29,75,45,
87,24,3,26,67,
22,24,69,43,38,
62,33,35,73,54,
38,61,64,65,32,
14,16,32,44,34,
34,57,73,23,2,
15,27,29,14,26,
68,13,67,73,78,
13,43,67,7,82,
37,82,55,17,7,
44,42,56,43,45,
16,32,19,26,64,
29,53,82,23,48,
24,35,38,66,48,
86,65,37,35,55,
28,63,72,39,15,
42,43,64,39,57,
23,85,32,44,55,
64,27,72,39,32,
52,63,14,59,76,
47,78,42,62,55,
25,74,44,59,24,
38,24,62,75,34,
82,26,46,66,84,
45,56,32,28,83,
35,76,84,34,73,
54,49,53,62,65,
27,26,74,37,47,
75,23,54,45,35,
13,72,14,61,42,
52,37,34,26,88,
75,15,88,77,16,
88,22,28,34,27,
13,72,18,27,83,
61,14,22,18,45,
65,82,69,85,86,
57,24,68,16,14,
9,35,24,65,15,
66,77,29,3,34,
72,66,46,74,16,
18,52,39,55,16,
24,88,42,53,35,
63,24,56,23,83,
88,77,9,39,14,
56,79,28,15,74,
58,78,89,55,18,
66,15,72,16,22,
26,15,34,66,16,
81,16,66,14,29,
79,68,29,19,42,
45,63,57,61,74,
83,22,14,66,26,
53,44,22,56,79,
48,57,14,35,42,
56,28,13,15,79,
36,33,66,59,52,
14,22,54,16,73,
55,14,65,62,64,
56,75,2,53,52,
65,55,49,35,54,
59,22,62,87,56,
66,43,28,42,22,
38,34,18,71,32,
26,48,19,52,76,
52,14,15,34,58,
2,58,32,44,18,
68,9,38,22,71,
55,67,28,37,77,
26,69,8,15,34,
42,53,57,27,73,
27,86,69,66,79,
76,61,45,82,16,
52,12,26,19,17,
7,61,37,52,58,
66,43,15,34,22,
71,13,24,84,16,
